# id,coord_ra,coord_dec,parent,deblend_nChild,deblend_psfCenter_x,deblend_psfCenter_y,deblend_psfFlux,base_GaussianCentroid_x,base_GaussianCentroid_y,base_NaiveCentroid_x,base_NaiveCentroid_y,base_SdssCentroid_x,base_SdssCentroid_y,base_SdssCentroid_xSigma,base_SdssCentroid_ySigma,base_SdssShape_xx,base_SdssShape_yy,base_SdssShape_xy,base_SdssShape_xxSigma,base_SdssShape_yySigma,base_SdssShape_xySigma,base_SdssShape_x,base_SdssShape_y,base_SdssShape_flux,base_SdssShape_fluxSigma,base_SdssShape_psf_xx,base_SdssShape_psf_yy,base_SdssShape_psf_xy,base_SdssShape_flux_xx_Cov,base_SdssShape_flux_yy_Cov,base_SdssShape_flux_xy_Cov,ext_shapeHSM_HsmPsfMoments_x,ext_shapeHSM_HsmPsfMoments_y,ext_shapeHSM_HsmPsfMoments_xx,ext_shapeHSM_HsmPsfMoments_yy,ext_shapeHSM_HsmPsfMoments_xy,ext_shapeHSM_HsmShapeRegauss_e1,ext_shapeHSM_HsmShapeRegauss_e2,ext_shapeHSM_HsmShapeRegauss_sigma,ext_shapeHSM_HsmShapeRegauss_resolution,ext_shapeHSM_HsmSourceMoments_x,ext_shapeHSM_HsmSourceMoments_y,ext_shapeHSM_HsmSourceMoments_xx,ext_shapeHSM_HsmSourceMoments_yy,ext_shapeHSM_HsmSourceMoments_xy,base_CircularApertureFlux_3_0_flux,base_CircularApertureFlux_3_0_fluxSigma,base_CircularApertureFlux_4_5_flux,base_CircularApertureFlux_4_5_fluxSigma,base_CircularApertureFlux_6_0_flux,base_CircularApertureFlux_6_0_fluxSigma,base_CircularApertureFlux_9_0_flux,base_CircularApertureFlux_9_0_fluxSigma,base_CircularApertureFlux_12_0_flux,base_CircularApertureFlux_12_0_fluxSigma,base_CircularApertureFlux_17_0_flux,base_CircularApertureFlux_17_0_fluxSigma,base_CircularApertureFlux_25_0_flux,base_CircularApertureFlux_25_0_fluxSigma,base_CircularApertureFlux_35_0_flux,base_CircularApertureFlux_35_0_fluxSigma,base_CircularApertureFlux_50_0_flux,base_CircularApertureFlux_50_0_fluxSigma,base_CircularApertureFlux_70_0_flux,base_CircularApertureFlux_70_0_fluxSigma,base_GaussianFlux_flux,base_GaussianFlux_fluxSigma,base_PsfFlux_flux,base_PsfFlux_fluxSigma,base_Variance_value,base_PsfFlux_apCorr,base_PsfFlux_apCorrSigma,base_GaussianFlux_apCorr,base_GaussianFlux_apCorrSigma,base_ClassificationExtendedness_value,footprint
3997.0000,  0.0012,  0.0028,1228.0000,  0.0000,2379.0000,2844.0000,4962.9476,2378.8074,2844.2995,2378.0521,2844.0276,2378.8013,2844.3084,  0.0737,  0.0779, 11.2655, 11.8445,  1.1086,  0.4223,  0.3076,  0.4440,2378.8049,2844.3068,4535.3025, 84.9966, 11.1328, 11.9652,  0.9911,-17.9451, -1.7660,-18.8674, -0.0004, -0.0010, 11.1387, 11.9727,  0.9913, -0.3630, -0.2202, 15.9424,  0.0016,2378.8088,2844.3053, 11.2809, 11.8589,  1.1094,1543.6943, 26.0235,2630.6670, 39.0103,3539.3218, 52.3120,4440.4048, 78.8995,4823.3447,106.4190,5327.5139,150.6652,6122.5583,221.5288,7528.8833,310.1612,10059.3721,443.1986,14632.6765,620.4232,4786.8431, 63.4351,4801.6248, 63.4219, 25.0000,  0.9585,  0.0000,  1.0548,  0.0000,  0.0000,3997.0000
3998.0000,  0.0013,  0.0028,1228.0000,  0.0000,2278.0000,2841.0000,2916.0499,2278.2145,2841.2506,2277.9663,2841.0080,2278.2556,2841.3148,  0.2124,  0.1795, 23.0177, 16.7321,  7.8879,  1.1617,  0.7548,  0.8445,2278.2555,2841.2965,4210.7349,106.2581, 11.0950, 11.9186,  1.0390,-61.7201,-21.1509,-44.8659, -0.0004, -0.0010, 11.1009, 11.9262,  1.0392,  0.4599,  0.8939,  0.0844,  0.3937,2278.2556,2841.2785, 23.0122, 16.7425,  7.8886,978.9039, 26.0352,1770.1483, 39.0019,2563.5850, 52.3021,3650.3767, 78.8899,4174.9595,106.3015,4480.6217,150.7481,4621.4794,221.6980,5360.4391,310.2418,6971.5286,443.1422,10575.8191,620.3426,4444.1164, 79.3002,3420.6090, 63.3286, 25.0000,  0.9585,  0.0000,  1.0553,  0.0000,  1.0000,3998.0000
3999.0000,  0.0013,  0.0028,1228.0000,  0.0000,2302.0000,2840.0000,2643.8415,2301.6349,2840.1006,2301.0400,2840.0180,2301.8653,2840.3818,  0.1284,  0.1392, 32.3913, 43.4512, 24.8351,  1.6354,  1.6063,  2.1938,2302.9387,2841.7112,5265.1729,132.9189, 11.1041, 11.9296,  1.0275,-108.6898,-83.3350,-145.8018, -0.0004, -0.0010, 11.1095, 11.9362,  1.0283, -0.1958,  0.8843,  0.0509,  0.6842,2303.9088,2842.9093, 32.1273, 43.3061, 24.6084,968.2338, 26.0036,1667.3510, 39.0087,2337.3552, 52.3103,3474.2617, 78.8978,4540.1748,106.5364,5498.1847,150.6652,6101.9422,221.5852,7102.0607,310.1612,9053.8218,443.1422,13877.5053,620.4635,5547.0990, 99.0207,3272.0326, 63.3511, 25.0000,  0.9585,  0.0000,  1.0552,  0.0000,  1.0000,3999.0000
4000.0000,  0.0013,  0.0027,1228.0000,  0.0000,2285.0000,2825.0000,2800.3347,2284.9242,2825.2348,2284.0604,2825.0186,2284.9282,2825.2216,  0.1270,  0.1335, 11.4810, 11.9444,  0.9950,  0.7389,  0.5349,  0.7687,2284.9255,2825.2227,2660.7365, 85.6228, 11.0964, 11.9183,  1.0356,-31.6342, -2.7415,-32.9109, -0.0004, -0.0010, 11.1024, 11.9259,  1.0358, -0.4336,  0.2054,  2.9221,  0.0144,2284.9228,2825.2238, 11.4913, 11.9528,  0.9961,887.2621, 25.9572,1526.1324, 39.0350,2060.0408, 52.3409,2574.6838, 78.9274,2888.3512,106.4190,3096.7055,150.5822,3494.5390,221.5852,4249.7816,310.1209,6202.9837,443.0011,10031.4483,620.2217,2808.9775, 63.9175,2794.0183, 63.3371, 25.0000,  0.9585,  0.0000,  1.0553,  0.0000,  0.0000,4000.0000
4001.0000,  0.0012,  0.0028,1228.0000,  0.0000,2409.0000,2870.0000,1587.2172,2407.4170,2869.3980,2407.0014,2869.0416,2407.3362,2869.5497,  0.2843,  0.2094, 15.0274, 12.0521,  1.3458,  1.4147,  0.9004,  1.1346,2407.3599,2869.4847,1948.6048, 91.7246, 11.1458, 11.9840,  0.9769,-64.8832, -5.8108,-52.0370, -0.0004, -0.0010, 11.1518, 11.9917,  0.9771,  2.9498,  0.5017,  0.4998,  0.1204,2407.3842,2869.4187, 14.9721, 12.0236,  1.4004,592.4000, 26.0450,1038.0975, 38.9792,1413.8625, 52.2753,1838.2732, 78.8639,2083.3606,106.5364,2345.1227,150.8310,2751.6392,221.9797,3862.1517,310.4835,6165.4329,443.2268,8641.5526,620.5038,2051.4128, 68.2813,1908.2039, 63.4504, 25.0000,  0.9585,  0.0000,  1.0546,  0.0000,  0.0000,4001.0000
4002.0000,  0.0021,  0.0027,1229.0000,  0.0000,1416.0000,2835.0000,4495.8620,1415.8148,2834.9005,1415.0785,2834.0400,1415.8139,2834.8916,  0.0779,  0.0854, 10.3585, 11.4902,  0.6517,  0.4301,  0.3209,  0.4771,1415.8118,2834.8939,3984.6444, 82.7194, 10.8756, 11.7812,  1.2687,-17.7877, -1.1191,-19.7311, -0.0004, -0.0010, 10.8817, 11.7884,  1.2689,     nan,     nan,     nan,     nan,1415.8098,2834.8963, 10.3670, 11.4931,  0.6484,1404.8956, 25.9699,2395.0251, 39.0373,3171.3362, 52.3435,3937.7256, 78.9298,4237.8180,106.1838,4361.3022,150.6652,4576.7506,221.5852,4995.5851,310.1209,6234.6884,443.0011,8446.9502,620.2217,4215.1505, 61.8751,4291.7663, 62.8960, 25.0000,  0.9583,  0.0000,  1.0576,  0.0000,  0.0000,4002.0000
4003.0000,  0.0021,  0.0027,1229.0000,  0.0000,1392.0000,2825.0000,1812.1633,1391.9562,2823.9961,1391.9814,2823.0196,1392.0679,2823.9659,  0.1631,  0.2117, 10.1089, 11.8618,  1.2766,  0.8861,  0.6833,  1.0397,1392.0147,2823.9861,1886.1991, 82.6644, 10.8723, 11.7805,  1.2695,-36.6230, -4.6249,-42.9735, -0.0004, -0.0010, 10.8784, 11.7876,  1.2697,     nan,     nan,     nan,     nan,1391.9613,2824.0065, 10.0995, 11.8670,  1.2736,651.6239, 25.8677,1143.0138, 39.0532,1500.4467, 52.3621,1871.3551, 78.9477,1977.1494,105.2378,2061.2011,150.0833,2402.3427,221.1900,2658.1730,310.1612,3306.0665,442.7471,5916.7690,620.2016,1994.5614, 61.8106,2031.7728, 62.8935, 25.0000,  0.9582,  0.0000,  1.0576,  0.0000,  0.0000,4003.0000
4004.0000,  0.0021,  0.0027,1229.0000,  0.0000,1390.0000,2833.0000,1533.3717,1390.0274,2834.5415,1389.0881,2834.0632,1389.8934,2834.7101,  0.1869,  0.2742, 11.8113, 12.4480,  0.4160,  1.0722,  0.7788,  1.1300,1389.9504,2834.6192,1922.5505, 87.2594, 10.8717, 11.7839,  1.2709,-46.7785, -1.6476,-49.3001, -0.0004, -0.0010, 10.8778, 11.7911,  1.2711, -0.2426,  1.3239,  1.1926,  0.0483,1390.0075,2834.5276, 11.7403, 12.4102,  0.5086,624.9646, 25.9867,1077.0261, 39.0227,1445.8153, 52.3266,1879.9014, 78.9136,2072.3814,106.4190,2176.7803,150.7481,2314.6592,221.5288,3019.7830,310.2015,4040.0569,443.2832,6513.1737,620.4031,2028.2745, 65.0953,1965.4925, 62.8895, 25.0000,  0.9583,  0.0000,  1.0576,  0.0000,  0.0000,4004.0000
4005.0000,  0.0010,  0.0027,1232.0000,  0.0000,     nan,     nan,     nan,2525.3112,2808.1958,2525.0169,2808.0123,2525.3088,2808.1984,  0.0122,  0.0134, 11.3933, 12.7601, -0.1276,  0.0700,  0.0524,  0.0784,2525.3107,2808.1964,28347.9353, 87.0371, 11.1892, 12.0378,  0.9130, -3.0447,  0.0341, -3.4099, -0.0005, -0.0010, 11.1954, 12.0457,  0.9131, -0.9788, -4.1181,  0.1298,  0.0317,2525.3126,2808.1944, 11.4007, 12.7684, -0.1280,9261.7451, 26.0234,16091.0537, 39.0103,21696.6289, 52.3120,27478.1895, 78.8994,29751.2809,106.4190,31299.7550,150.6652,32146.3653,221.5288,32564.5784,310.1612,32637.2264,443.1986,33335.6416,620.4232,29886.2214, 64.8842,29297.0047, 63.5560,     nan,  0.9583,  0.0000,  1.0539,  0.0000,  0.0000,4005.0000
4006.0000,  0.0011,  0.0027,1232.0000,  0.0000,2502.0000,2832.0000,2954.2392,2501.8755,2832.0930,2501.0588,2832.0309,2501.8800,2832.0818,  0.1213,  0.1282, 10.2749, 10.7284,  1.0212,  0.6650,  0.4827,  0.6943,2501.8787,2832.0864,2504.0929, 81.0282, 11.1814, 12.0282,  0.9261,-26.9401, -2.6776,-28.1292, -0.0005, -0.0010, 11.1876, 12.0360,  0.9262,     nan,     nan,     nan,     nan,2501.8778,2832.0902, 10.2868, 10.7432,  1.0211,903.7999, 25.9303,1541.7019, 39.0469,2005.1893, 52.3547,2507.6687, 78.9407,2698.9037,105.7119,2881.4014,150.3330,3140.5825,221.5288,3495.0698,310.0806,4163.4039,442.9165,5025.2901,620.2620,2641.1479, 60.4315,2784.9008, 63.5475, 25.0000,  0.9584,  0.0000,  1.0541,  0.0000,  0.0000,4006.0000
4007.0000,  0.0022,  0.0027,1235.0000,  0.0000,     nan,     nan,     nan,1347.4482,2819.3385,1347.0268,2819.0178,1347.4443,2819.3409,  0.0251,  0.0266, 12.8945, 13.3636, -0.1275,  0.1538,  0.1107,  0.1593,1347.4435,2819.3428,15232.7002, 90.8158, 10.8660, 11.7846,  1.2721, -6.9815,  0.0690, -7.2355, -0.0004, -0.0010, 10.8721, 11.7918,  1.2723,  0.2182, -1.2711,  0.0678,  0.1149,1347.4423,2819.3451, 12.9128, 13.3763, -0.1343,4708.3452, 26.0452,8192.5127, 38.9790,11220.3809, 52.2750,14515.7324, 78.8637,15996.7050,106.5364,17619.5161,150.8310,18453.6282,221.9797,18891.8396,310.5238,20116.1537,443.2268,21880.2730,620.4837,16119.0912, 67.9533,14903.9474, 62.8697,     nan,  0.9582,  0.0000,  1.0576,  0.0000,  1.0000,4007.0000
4008.0000,  0.0022,  0.0028,1235.0000,  0.0000,1313.0000,2839.0000,9849.9439,1313.0858,2839.1817,1313.0072,2839.0128,1313.0856,2839.1794,  0.0371,  0.0396, 11.8595, 12.5898,  0.9733,  0.2179,  0.1593,  0.2314,1313.0855,2839.1791,9521.0975, 87.4824, 10.8608, 11.7958,  1.2765, -9.5329, -0.7824,-10.1199, -0.0004, -0.0010, 10.8668, 11.8030,  1.2767,  0.1517, -0.4472,  0.2024,  0.0606,1313.0854,2839.1786, 11.8682, 12.5968,  0.9736,3038.5266, 25.9553,5368.4805, 39.0399,7270.9668, 52.3466,9193.4648, 78.9328,9999.5279,106.1838,10519.4613,150.4992,10958.8324,221.5288,11466.2357,310.0806,12973.2885,443.0011,15290.4769,620.2217,10072.1589, 65.4397,9689.5231, 62.8866,     nan,  0.9582,  0.0000,  1.0575,  0.0000,  0.0000,4008.0000
4009.0000,  0.0022,  0.0027,1235.0000,  0.0000,     nan,     nan,     nan,1331.6735,2814.2126,1331.9600,2814.9873,1332.2887,2815.4011,  0.3782,  0.5064, 19.4567, 33.8919,  6.7680,  1.2563,  1.2124,  2.1883,1332.1588,2815.2580,3864.4281,124.7569, 10.8641, 11.7855,  1.2725,-78.3634,-27.2587,-136.5024, -0.0004, -0.0010, 10.8701, 11.7927,  1.2727, -0.4507,  0.5599,  0.0817,  0.4541,1331.9727,2814.8922, 18.9863, 28.0401,  5.6729,774.8948, 26.0415,1364.0717, 38.9882,1963.1155, 52.2859,2897.2349, 78.8742,3628.5584,106.5364,4032.1495,150.7481,4739.1254,221.6416,5383.2953,310.4432,6159.5943,443.1422,8478.0201,620.4232,3878.1070, 88.6478,2642.8430, 62.8695, 25.0000,  0.9582,  0.0000,  1.0576,  0.0000,  1.0000,4009.0000
4010.0000,  0.0029,  0.0028,1236.0000,  0.0000,604.0000,2837.0000,3585.1821,604.2266,2836.7523,604.0204,2836.0615,604.2263,2836.7481,  0.0983,  0.1113, 10.2185, 11.7358,  1.1599,  0.5430,  0.4137,  0.6236,604.2235,2836.7485,3113.4704, 82.7161, 10.8201, 12.0589,  1.2121,-22.4554, -2.5489,-25.7898, -0.0004, -0.0011, 10.8264, 12.0672,  1.2121,     nan,     nan,     nan,     nan,604.2207,2836.7489, 10.2243, 11.7474,  1.1580,1093.6141, 26.0240,1874.7769, 39.0145,2495.9995, 52.3168,3026.7561, 78.9041,3236.4034,106.4190,3383.3690,150.9139,3289.4700,221.5852,3344.3776,310.1209,3198.5533,443.2550,4235.3877,620.4031,3288.6087, 61.7792,3356.0979, 63.0365, 25.0000,  0.9568,  0.0000,  1.0558,  0.0000,  0.0000,4010.0000
4011.0000,  0.0029,  0.0027,1236.0000,  0.0000,626.0000,2823.0000,2978.6532,625.9706,2822.9501,625.0800,2822.0852,625.9543,2822.9239,  0.1256,  0.1243, 11.1361,  9.9543,  0.9659,  0.7149,  0.4800,  0.6390,625.9621,2822.9287,2528.5112, 81.1629, 10.8211, 12.0407,  1.2144,-29.0124, -2.5165,-25.9334, -0.0004, -0.0011, 10.8273, 12.0489,  1.2144,     nan,     nan,     nan,     nan,625.9699,2822.9335, 11.1454,  9.9553,  0.9636,895.5762, 25.8818,1560.9355, 39.0523,2053.6838, 52.3611,2492.6165, 78.9467,2605.4277,105.4751,2839.1722,150.0000,2742.5723,221.2465,2620.1441,310.1209,2456.1296,442.7753,3996.7074,620.2016,2670.6112, 60.6162,2774.8838, 63.0309, 25.0000,  0.9569,  0.0000,  1.0559,  0.0000,  0.0000,4011.0000
4012.0000,  0.0018,  0.0028,1237.0000,  0.0000,     nan,     nan,     nan,1745.3063,2885.4201,1745.0174,2885.0239,1745.3267,2885.4212,  0.0014,  0.0013, 16.3581, 13.5954, -0.1191,  0.0092,  0.0059,  0.0076,1745.3092,2885.4224,345032.1506, 96.7975, 10.9388, 11.7935,  1.2216, -0.4442,  0.0032, -0.3692, -0.0004, -0.0010, 10.9451, 11.8009,  1.2216,  0.6098, -0.4586,  0.0018,  0.2098,1745.2917,2885.4236, 16.3781, 13.6033, -0.1219,95729.8750, 26.0444,170514.9688, 38.9820,238989.5000, 52.2785,320241.0312, 78.8671,353525.1383,106.5364,375253.0894,150.9139,386634.4193,221.8671,391311.4563,310.4835,394586.5020,443.1986,397859.6860,620.4434,364915.1939, 72.3905,314714.5287, 62.9949,     nan,  0.9586,  0.0000,  1.0572,  0.0000,  1.0000,4012.0000
4013.0000,  0.0018,  0.0028,1237.0000,  0.0000,     nan,     nan,     nan,1724.1776,2869.6832,1723.9826,2869.0711,1724.1899,2869.6983,  0.1112,  0.1151, 15.6196, 15.1702,  2.6111,  0.7743,  0.5473,  0.7521,1724.2133,2869.7108,3938.7533, 97.6305, 10.9339, 11.7876,  1.2250,-37.7992, -6.3188,-36.7117, -0.0004, -0.0010, 10.9402, 11.7949,  1.2250,  1.1386,  1.6822,  0.1323,  0.2208,1724.2369,2869.7236, 15.6810, 15.2232,  2.6238,1096.0829, 26.0207,1954.0349, 39.0123,2641.9229, 52.3144,3586.3252, 78.9017,4278.0099,106.4190,5002.6410,150.7481,5660.4410,221.5852,6882.3883,310.1209,8983.4710,443.2550,12383.7488,620.4837,4171.7269, 73.1186,3599.4314, 62.9880, 25.0000,  0.9585,  0.0000,  1.0572,  0.0000,  1.0000,4013.0000
4014.0000,  0.0018,  0.0028,1237.0000,  0.0000,1714.0000,2838.0000,1705.5848,1713.9392,2837.9495,1713.0218,2837.0983,1713.9213,2837.8778,  0.3296,  0.3833, 17.8733, 18.8161,  0.7893,  1.5794,  1.1469,  1.6627,1713.9228,2837.9170,2428.4236,107.2933, 10.9314, 11.7785,  1.2245,-84.7278, -3.7417,-89.1969, -0.0004, -0.0010, 10.9377, 11.7857,  1.2246, -0.0138, -0.0585,  0.1717,  0.3439,1713.9244,2837.9566, 17.8883, 18.7929,  0.7985,538.7598, 25.9294,1035.3292, 39.0469,1522.6338, 52.3548,2159.6118, 78.9406,2420.6152,105.7119,2553.6707,150.2498,2952.8400,221.5852,3674.4511,310.1209,4890.2144,442.9165,7708.5498,620.2419,2567.1812, 80.2027,1966.2093, 62.9821, 25.0000,  0.9585,  0.0000,  1.0573,  0.0000,  1.0000,4014.0000
4015.0000,  0.0021,  0.0028,1239.0000,  0.0000,1484.0000,2853.0000,2549.4149,1483.9720,2853.0164,1483.0898,2852.9459,1483.9806,2853.0035,  0.1461,  0.1509, 12.5868, 12.7583,  2.9187,  0.8980,  0.6560,  0.9103,1483.9806,2853.0026,2467.4987, 88.0236, 10.8864, 11.7811,  1.2636,-39.5237, -9.1651,-40.0622, -0.0004, -0.0010, 10.8925, 11.7882,  1.2638,  0.2479,  1.1738,  0.5152,  0.0937,1483.9810,2853.0018, 12.6023, 12.7700,  2.9236,754.6354, 25.8051,1377.5105, 39.0554,1864.3370, 52.3647,2364.2637, 78.9502,2560.8673,104.7616,2770.7576,149.5828,3194.4535,220.8506,3966.9340,310.1209,5092.4351,442.6906,7447.7725,620.0000,2610.7581, 65.8559,2491.2823, 62.9186, 25.0000,  0.9584,  0.0000,  1.0575,  0.0000,  0.0000,4015.0000
4016.0000,  0.0021,  0.0028,1239.0000,  0.0000,1454.0000,2843.0000,2277.9886,1453.5257,2842.5865,1453.0139,2842.0764,1453.4971,2842.5916,  0.1560,  0.1704, 10.7293, 11.9183,  0.3732,  0.8626,  0.6432,  0.9582,1453.5080,2842.5864,2096.3897, 84.2692, 10.8815, 11.7801,  1.2659,-36.3445, -1.2642,-40.3721, -0.0004, -0.0010, 10.8876, 11.7873,  1.2661,  2.5930, 19.0090,7337.6851,  0.0000,1453.5190,2842.5810, 10.7592, 11.9203,  0.3635,721.4216, 26.0467,1247.3326, 38.9713,1644.0326, 52.2658,2048.0210, 78.8547,2215.4025,106.5364,2339.2945,150.6652,2511.6266,221.9797,3093.6325,310.2418,4529.3537,443.2832,6656.4781,620.4031,2218.6717, 63.0631,2215.9316, 62.8900, 25.0000,  0.9583,  0.0000,  1.0575,  0.0000,  0.0000,4016.0000
4017.0000,  0.0019,  0.0028,1241.0000,  0.0000,     nan,     nan,     nan,1658.2752,2852.3564,1658.0178,2852.0178,1658.2791,2852.3565,  0.0081,  0.0087, 13.2960, 14.2854, -0.1940,  0.0497,  0.0364,  0.0534,1658.2767,2852.3562,49775.0065, 93.0513, 10.9195, 11.7791,  1.2368, -2.3129,  0.0337, -2.4850, -0.0004, -0.0010, 10.9257, 11.7863,  1.2369, -0.0303, -0.7174,  0.0164,  0.1510,1658.2743,2852.3559, 13.3052, 14.2936, -0.1943,14676.5166, 26.0399,25919.3184, 38.9937,35921.5938, 52.2924,47031.9375, 78.8805,51388.9500,106.4190,54300.6220,150.6652,55655.5841,221.5852,56533.1060,310.3224,57664.1455,443.1140,58775.4193,620.3829,52645.4714, 69.5916,47433.0945, 62.9533,     nan,  0.9585,  0.0000,  1.0573,  0.0000,  1.0000,4017.0000
4018.0000,  0.0019,  0.0028,1241.0000,  0.0000,1687.0000,2859.0000,2876.2542,1687.1509,2859.2073,1687.0343,2858.9719,1687.1372,2859.1864,  0.1217,  0.1300, 11.5769, 12.1567,  1.8727,  0.7255,  0.5322,  0.7618,1687.1323,2859.1893,2737.9681, 85.7930, 10.9256, 11.7823,  1.2318,-31.1220, -5.0345,-32.6807, -0.0004, -0.0010, 10.9319, 11.7896,  1.2319, -0.2555, -0.7718,  1.0503,  0.0383,1687.1269,2859.1926, 11.6067, 12.1920,  1.8699,907.5226, 25.9835,1580.4272, 39.0345,2089.0552, 52.3403,2695.5107, 78.9267,3007.4548,106.3015,3437.6972,150.6652,3761.0658,221.5852,4815.7083,310.1612,6878.1128,443.1140,9283.8987,620.2419,2898.9203, 64.2311,2858.1352, 62.9751, 25.0000,  0.9585,  0.0000,  1.0573,  0.0000,  0.0000,4018.0000
4019.0000,  0.0027,  0.0027,1242.0000,  0.0000,     nan,     nan,     nan,810.4412,2794.3991,810.0230,2794.0165,810.4418,2794.3998,  0.0065,  0.0072, 11.1470, 12.7090,  2.3566,  0.0377,  0.0290,  0.0430,810.4444,2794.4014,50613.0837, 85.6180, 10.8244, 11.9346,  1.2440, -1.6145, -0.3413, -1.8407, -0.0004, -0.0010, 10.8304, 11.9423,  1.2442, -0.7018,  3.5590,  0.0539,  0.0419,810.4470,2794.4030, 11.1564, 12.7179,  2.3579,17080.0684, 26.0466,29111.7422, 38.9734,39004.1562, 52.2683,49277.6445, 78.8572,53460.0841,106.7708,56414.1183,150.9139,58071.8954,221.9797,59078.9217,310.2821,61433.2010,443.3114,66187.1394,620.3426,53501.8991, 63.9965,52670.8290, 62.9281,     nan,  0.9573,  0.0000,  1.0567,  0.0000,  0.0000,4019.0000
4020.0000,  0.0028,  0.0027,1242.0000,  0.0000,     nan,     nan,     nan,749.0540,2821.1772,749.0013,2821.0119,749.0536,2821.1633,  0.0074,  0.0090, 11.2204, 15.1842,  2.0482,  0.0432,  0.0360,  0.0584,749.0554,2821.1543,46767.9670, 89.9979, 10.8211, 11.9739,  1.2387, -1.9432, -0.3547, -2.6297, -0.0004, -0.0011, 10.8272, 11.9818,  1.2389, -1.4373,  0.7935,  0.0211,  0.1184,749.0572,2821.1443, 11.2297, 15.2259,  2.0460,14308.5215, 25.9293,25326.8281, 39.0437,34423.4141, 52.3511,44456.9258, 78.9371,49387.0085,106.0660,55003.1735,150.4992,57815.6934,221.5288,59024.1825,310.0806,61162.7505,443.0011,64900.5814,620.1008,49452.7016, 67.2913,46336.0374, 62.9740,     nan,  0.9572,  0.0000,  1.0564,  0.0000,  0.0000,4020.0000
4021.0000,  0.0028,  0.0027,1242.0000,  0.0000,     nan,     nan,     nan,722.4524,2817.7399,722.0273,2817.0520,722.4544,2817.7211,  0.0088,  0.0098,  9.7451, 10.7446,  1.0264,  0.0476,  0.0355,  0.0524,722.4534,2817.7270,32783.1010, 79.9809, 10.8212, 11.9860,  1.2333, -1.9016, -0.2003, -2.0966, -0.0004, -0.0011, 10.8273, 11.9940,  1.2334,     nan,     nan,     nan,     nan,722.4525,2817.7328,  9.7535, 10.7597,  1.0265,12274.8945, 26.0406,20509.6582, 38.9861,26758.7812, 52.2835,32712.5234, 78.8718,35592.0215,106.5364,39436.5914,150.7481,43790.8550,221.6980,48043.6333,310.3224,49984.0439,443.1140,53166.0023,620.4635,34649.5937, 59.7750,36603.0314, 62.9703,     nan,  0.9571,  0.0000,  1.0563,  0.0000,  0.0000,4021.0000
4022.0000,  0.0028,  0.0027,1242.0000,  0.0000,     nan,     nan,     nan,699.6895,2816.2311,699.0406,2816.0163,699.6862,2816.2427,  0.0330,  0.0385, 10.8075, 13.1896,  2.2544,  0.1881,  0.1495,  0.2295,699.6846,2816.2356,9864.5304, 85.8297, 10.8212, 11.9973,  1.2286, -8.0709, -1.6835, -9.8498, -0.0004, -0.0011, 10.8274, 12.0053,  1.2287, -0.6097,  1.0555,  0.2684,  0.0446,699.6831,2816.2285, 10.8163, 13.1951,  2.2547,3251.1079, 26.0331,5683.0835, 39.0038,7638.2441, 52.3043,9551.5488, 78.8920,10146.1810,106.3015,10595.2196,150.7481,11191.7964,221.6416,12244.2673,310.2418,13496.8528,443.1704,16950.2726,620.3426,10422.6651, 64.1246,10229.6414, 62.9834,     nan,  0.9571,  0.0000,  1.0562,  0.0000,  0.0000,4022.0000
4023.0000,  0.0027,  0.0027,1242.0000,  0.0000,773.0000,2793.0000,7988.3320,772.6073,2793.1446,772.0398,2792.9946,772.6067,2793.1417,  0.0444,  0.0483, 11.2877, 11.9137,  0.6451,  0.2584,  0.1880,  0.2727,772.6054,2793.1412,7452.3359, 85.2936, 10.8238, 11.9518,  1.2377,-11.0191, -0.6298,-11.6302, -0.0004, -0.0010, 10.8299, 11.9596,  1.2378, -1.0649,  2.4172,  1.0075,  0.0150,772.6037,2793.1412, 11.3060, 11.9257,  0.6460,2518.2214, 26.0066,4327.7300, 39.0069,5783.8022, 52.3083,7294.2505, 78.8958,7929.9628,106.5364,8710.4171,150.6652,9284.8686,221.5852,10430.4155,310.1612,12824.5456,443.1704,17016.4317,620.5240,7878.8667, 63.7635,7800.5523, 62.9485,     nan,  0.9572,  0.0000,  1.0565,  0.0000,  0.0000,4023.0000
4024.0000,  0.0028,  0.0027,1242.0000,  0.0000,761.0000,2762.0000,6836.1383,761.3110,2761.6064,761.0114,2761.0344,761.3107,2761.6022,  0.0521,  0.0560, 11.4637, 12.0456,  1.9552,  0.3064,  0.2251,  0.3219,761.3098,2761.6003,6385.0140, 85.3257, 10.8263, 11.9455,  1.2300,-13.0714, -2.2294,-13.7349, -0.0004, -0.0010, 10.8324, 11.9533,  1.2301,  0.9860,  2.6242,  0.6421,  0.0280,761.3087,2761.5982, 11.4698, 12.0495,  1.9545,2145.2073, 26.0433,3723.1548, 38.9857,4942.5952, 52.2829,6219.8242, 78.8712,6756.5048,106.5364,7084.4806,150.6652,7509.6029,221.8107,8183.3020,310.4835,10113.1355,443.1422,12946.1672,620.4232,6747.5155, 63.7598,6669.8622, 62.9402, 25.0000,  0.9572,  0.0000,  1.0565,  0.0000,  0.0000,4024.0000
